isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS
0,try,seemed,seem,7,VBD,WP,PRP,TO,PRP
0,try,to,to,8,TO,VBD,WP,PRP,IN
0,try,me,me,9,PRP,TO,VBD,IN,DT
0,try,at,at,10,IN,PRP,TO,DT,JJ
0,try,all,all,11,DT,IN,PRP,JJ,:
0,try,clear,clear,12,JJ,DT,IN,:,VBN
0,try,-,-,13,:,JJ,DT,VBN,","
0,try,sighted,sight,14,VBN,:,JJ,",",PRP
0,try,",",",",15,",",VBN,:,PRP,VBD
0,try,I,i,16,PRP,",",VBN,VBD,DT
1,try,tried,try,17,VBD,PRP,",",DT,NN
0,try,the,the,18,DT,VBD,PRP,NN,IN
0,try,experiment,experiment,19,NN,DT,VBD,IN,VBG
0,try,of,of,20,IN,NN,DT,VBG,PRP
0,try,showing,show,21,VBG,IN,NN,PRP,PRP$
0,try,him,him,22,PRP,VBG,IN,PRP$,VBG
0,try,my,my,23,PRP$,PRP,VBG,VBG,NNP
0,try,Drawing,drawing,24,VBG,PRP$,PRP,NNP,CD
0,try,Number,number,25,NNP,VBG,PRP$,CD,","
0,try,One,one,26,CD,NNP,VBG,",",WDT
0,try,",",",",27,",",CD,NNP,WDT,PRP
0,try,which,which,28,WDT,",",CD,PRP,VBP
0,try,I,i,29,PRP,WDT,",",VBP,RB
0,try,have,have,30,VBP,PRP,WDT,RB,VBN
0,try,always,always,31,RB,VBP,PRP,VBN,.
0,try,kept,kept,32,VBN,RB,VBP,.,XXXX
0,try,.,.,33,.,VBN,RB,XXXX,XXXX
0,try,I,i,0,PRP,XXXX,XXXX,MD,VB
0,try,would,would,1,MD,PRP,XXXX,VB,TO
1,try,try,try,2,VB,MD,PRP,TO,VB
0,try,to,to,3,TO,VB,MD,VB,RP
0,try,find,find,4,VB,TO,VB,RP,","
0,try,out,out,5,RP,VB,TO,",",RB
0,try,",",",",6,",",RP,VB,RB,","
0,try,so,so,7,RB,",",RP,",",IN
0,try,",",",",8,",",RB,",",IN,DT
0,try,if,if,9,IN,",",RB,DT,VBD
0,try,this,this,10,DT,IN,",",VBD,DT
0,try,was,be,11,VBD,DT,IN,DT,NN
0,try,a,a,12,DT,VBD,DT,NN,IN
0,try,person,person,13,NN,DT,VBD,IN,JJ
0,try,of,of,14,IN,NN,DT,JJ,NN
0,try,true,true,15,JJ,IN,NN,NN,.
0,try,understanding,understand,16,NN,JJ,IN,.,XXXX
0,try,.,.,17,.,NN,JJ,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,",",WP
0,contrast,",",",",1,",",CC,XXXX,WP,PRP
0,contrast,whoever,whoever,2,WP,",",CC,PRP,VBD
0,contrast,it,it,3,PRP,WP,",",VBD,","
0,contrast,was,be,4,VBD,PRP,WP,",",PRP
0,contrast,",",",",5,",",VBD,PRP,PRP,","
0,contrast,he,he,6,PRP,",",VBD,",",CC
0,contrast,",",",",7,",",PRP,",",CC,PRP
0,contrast,or,or,8,CC,",",PRP,PRP,","
0,contrast,she,she,9,PRP,CC,",",",",MD
0,contrast,",",",",10,",",PRP,CC,MD,RB
0,contrast,would,would,11,MD,",",PRP,RB,VB
0,contrast,always,always,12,RB,MD,",",VB,:
0,contrast,say,say,13,VB,RB,MD,:,``
0,contrast,:,:,14,:,VB,RB,``,DT
0,contrast,``,``,15,``,:,VB,DT,VBZ
0,contrast,That,that,16,DT,``,:,VBZ,DT
0,contrast,is,be,17,VBZ,DT,``,DT,NN
0,contrast,a,a,18,DT,VBZ,DT,NN,.
0,contrast,hat,hat,19,NN,DT,VBZ,.,``
0,contrast,.,.,20,.,NN,DT,``,XXXX
0,contrast,``,``,21,``,.,NN,XXXX,XXXX
0,talk,Then,then,0,RB,XXXX,XXXX,PRP,MD
0,talk,I,i,1,PRP,RB,XXXX,MD,RB
0,talk,would,would,2,MD,PRP,RB,RB,VB
0,talk,never,never,3,RB,MD,PRP,VB,TO
1,talk,talk,talk,4,VB,RB,MD,TO,DT
0,talk,to,to,5,TO,VB,RB,DT,NN
0,talk,that,that,6,DT,TO,VB,NN,IN
0,talk,person,person,7,NN,DT,TO,IN,NN
0,talk,about,about,8,IN,NN,DT,NN,NNS
0,talk,boa,boa,9,NN,IN,NN,NNS,","
0,talk,constrictors,constrictor,10,NNS,NN,IN,",",CC
0,talk,",",",",11,",",NNS,NN,CC,JJ
0,talk,or,or,12,CC,",",NNS,JJ,NNS
0,talk,primeval,primeval,13,JJ,CC,",",NNS,","
0,talk,forests,forest,14,NNS,JJ,CC,",",CC
0,talk,",",",",15,",",NNS,JJ,CC,NNS
0,talk,or,or,16,CC,",",NNS,NNS,.
0,talk,stars,star,17,NNS,CC,",",.,XXXX
0,talk,.,.,18,.,NNS,CC,XXXX,XXXX
0,bring,I,i,0,PRP,XXXX,XXXX,MD,VB
0,bring,would,would,1,MD,PRP,XXXX,VB,PRP
1,bring,bring,bring,2,VB,MD,PRP,PRP,RP
0,bring,myself,myself,3,PRP,VB,MD,RP,TO
0,bring,down,down,4,RP,PRP,VB,TO,PRP$
0,bring,to,to,5,TO,RP,PRP,PRP$,NN
0,bring,his,his,6,PRP$,TO,RP,NN,.
0,bring,level,level,7,NN,PRP$,TO,.,XXXX
0,bring,.,.,8,.,NN,PRP$,XXXX,XXXX
0,talk,I,i,0,PRP,XXXX,XXXX,MD,VB
0,talk,would,would,1,MD,PRP,XXXX,VB,TO
1,talk,talk,talk,2,VB,MD,PRP,TO,PRP
0,talk,to,to,3,TO,VB,MD,PRP,IN
0,talk,him,him,4,PRP,TO,VB,IN,NN
0,talk,about,about,5,IN,PRP,TO,NN,","
0,talk,bridge,bridge,6,NN,IN,PRP,",",CC
0,talk,",",",",7,",",NN,IN,CC,NN
0,talk,and,and,8,CC,",",NN,NN,","
0,talk,golf,golf,9,NN,CC,",",",",CC
0,talk,",",",",10,",",NN,CC,CC,NNS
0,talk,and,and,11,CC,",",NN,NNS,","
0,talk,politics,politics,12,NNS,CC,",",",",CC
0,talk,",",",",13,",",NNS,CC,CC,NNS
0,talk,and,and,14,CC,",",NNS,NNS,.
0,talk,neckties,necktie,15,NNS,CC,",",.,XXXX
0,talk,.,.,16,.,NNS,CC,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,DT,NN
0,and,the,the,1,DT,CC,XXXX,NN,:
0,and,grown,grown,2,NN,DT,CC,:,RB
0,and,-,-,3,:,NN,DT,RB,MD
0,and,up,up,4,RB,:,NN,MD,VB
0,and,would,would,5,MD,RB,:,VB,RB
0,and,be,be,6,VB,MD,RB,RB,JJ
0,and,greatly,greatly,7,RB,VB,MD,JJ,TO
0,and,pleased,pleased,8,JJ,RB,VB,TO,VB
0,and,to,to,9,TO,JJ,RB,VB,VBN
0,and,have,have,10,VB,TO,JJ,VBN,PDT
0,and,met,met,11,VBN,VB,TO,PDT,DT
0,and,such,such,12,PDT,VBN,VB,DT,JJ
0,and,a,a,13,DT,PDT,VBN,JJ,NN
0,and,sensible,sensible,14,JJ,DT,PDT,NN,.
0,and,man,man,15,NN,JJ,DT,.,XXXX
0,and,.,.,16,.,NN,JJ,XXXX,XXXX
1,chapter,Chapter,chapter,0,NN,XXXX,XXXX,CD,.
0,chapter,2,2,1,CD,NN,XXXX,.,XXXX
0,chapter,.,.,2,.,CD,NN,XXXX,XXXX
0,cause,So,so,0,RB,XXXX,XXXX,PRP,VBD
0,cause,I,i,1,PRP,RB,XXXX,VBD,PRP$
0,cause,lived,live,2,VBD,PRP,RB,PRP$,NN
0,cause,my,my,3,PRP$,VBD,PRP,NN,RB
0,cause,life,life,4,NN,PRP$,VBD,RB,","
0,cause,alone,alone,5,RB,NN,PRP$,",",IN
0,cause,",",",",6,",",RB,NN,IN,NN
0,cause,without,without,7,IN,",",RB,NN,IN
0,cause,anyone,anyone,8,NN,IN,",",IN,PRP
0,cause,that,that,9,IN,NN,IN,PRP,MD
0,cause,I,i,10,PRP,IN,NN,MD,RB
0,cause,could,could,11,MD,PRP,IN,RB,VB
0,cause,really,really,12,RB,MD,PRP,VB,TO
0,cause,talk,talk,13,VB,RB,MD,TO,","
0,cause,to,to,14,TO,VB,RB,",",IN
0,cause,",",",",15,",",TO,VB,IN,PRP
0,cause,until,until,16,IN,",",TO,PRP,VBD
0,cause,I,i,17,PRP,IN,",",VBD,DT
0,cause,had,have,18,VBD,PRP,IN,DT,NN
0,cause,an,an,19,DT,VBD,PRP,NN,IN
0,cause,accident,accident,20,NN,DT,VBD,IN,PRP$
0,cause,with,with,21,IN,NN,DT,PRP$,NN
0,cause,my,my,22,PRP$,IN,NN,NN,IN
0,cause,plane,plane,23,NN,PRP$,IN,IN,DT
0,cause,in,in,24,IN,NN,PRP$,DT,NNP
0,cause,the,the,25,DT,IN,NN,NNP,IN
0,cause,Desert,desert,26,NNP,DT,IN,IN,NNP
0,cause,of,of,27,IN,NNP,DT,NNP,","
0,cause,Sahara,sahara,28,NNP,IN,NNP,",",CD
0,cause,",",",",29,",",NNP,IN,CD,NNS
0,cause,six,six,30,CD,",",NNP,NNS,RB
0,cause,years,year,31,NNS,CD,",",RB,.
0,cause,ago,ago,32,RB,NNS,CD,.,XXXX
0,cause,.,.,33,.,RB,NNS,XXXX,XXXX
0,break,Something,something,0,VBG,XXXX,XXXX,VBD,VBN
0,break,was,be,1,VBD,VBG,XXXX,VBN,IN
0,break,broken,broken,2,VBN,VBD,VBG,IN,PRP$
0,break,in,in,3,IN,VBN,VBD,PRP$,NN
0,break,my,my,4,PRP$,IN,VBN,NN,.
0,break,engine,engine,5,NN,PRP$,IN,.,XXXX
0,break,.,.,6,.,NN,PRP$,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,IN,PRP
0,and,as,a,1,IN,CC,XXXX,PRP,VBD
0,and,I,i,2,PRP,IN,CC,VBD,IN
0,and,had,have,3,VBD,PRP,IN,IN,PRP
0,and,with,with,4,IN,VBD,PRP,PRP,CC
0,and,me,me,5,PRP,IN,VBD,CC,DT
0,and,neither,neither,6,CC,PRP,IN,DT,JJ
0,and,a,a,7,DT,CC,PRP,JJ,CC
0,and,mechanic,mechanic,8,JJ,DT,CC,CC,DT
0,and,nor,nor,9,CC,JJ,DT,DT,NNS
0,and,any,any,10,DT,CC,JJ,NNS,","
0,and,passengers,passenger,11,NNS,DT,CC,",",PRP
0,and,",",",",12,",",NNS,DT,PRP,VBP
0,and,I,i,13,PRP,",",NNS,VBP,PRP
0,and,set,set,14,VBP,PRP,",",PRP,TO
0,and,myself,myself,15,PRP,VBP,PRP,TO,VB
0,and,to,to,16,TO,PRP,VBP,VB,DT
0,and,attempt,attempt,17,VB,TO,PRP,DT,JJ
0,and,the,the,18,DT,VB,TO,JJ,NNS
0,and,difficult,difficult,19,JJ,DT,VB,NNS,DT
0,and,repairs,repair,20,NNS,JJ,DT,DT,RB
0,and,all,all,21,DT,NNS,JJ,RB,.
0,and,alone,alone,22,RB,DT,NNS,.,XXXX
0,and,.,.,23,.,RB,DT,XXXX,XXXX
0,question,It,it,0,PRP,XXXX,XXXX,VBD,DT
0,question,was,be,1,VBD,PRP,XXXX,DT,NN
0,question,a,a,2,DT,VBD,PRP,NN,IN
1,question,question,question,3,NN,DT,VBD,IN,NN
0,question,of,of,4,IN,NN,DT,NN,CC
0,question,life,life,5,NN,IN,NN,CC,NN
0,question,or,or,6,CC,NN,IN,NN,IN
0,question,death,death,7,NN,CC,NN,IN,PRP
0,question,for,for,8,IN,NN,CC,PRP,:
0,question,me,me,9,PRP,IN,NN,:,PRP
0,question,:,:,10,:,PRP,IN,PRP,VBD
0,question,I,i,11,PRP,:,PRP,VBD,RB
0,question,had,have,12,VBD,PRP,:,RB,JJ
0,question,scarcely,scarcely,13,RB,VBD,PRP,JJ,NN
0,question,enough,enough,14,JJ,RB,VBD,NN,NN
0,question,drinking,drinking,15,NN,JJ,RB,NN,TO
0,question,water,water,16,NN,NN,JJ,TO,JJ
0,question,to,to,17,TO,NN,NN,JJ,DT
0,question,last,last,18,JJ,TO,NN,DT,NN
0,question,a,a,19,DT,JJ,TO,NN,.
0,question,week,week,20,NN,DT,JJ,.,XXXX
0,question,.,.,21,.,NN,DT,XXXX,XXXX
0,sleep,The,the,0,DT,XXXX,XXXX,JJ,NN
0,sleep,first,first,1,JJ,DT,XXXX,NN,","
0,sleep,night,night,2,NN,JJ,DT,",",RB
0,sleep,",",",",3,",",NN,JJ,RB,","
0,sleep,then,then,4,RB,",",NN,",",PRP
0,sleep,",",",",5,",",RB,",",PRP,VBD
0,sleep,I,i,6,PRP,",",RB,VBD,TO
0,sleep,went,go,7,VBD,PRP,",",TO,VB
0,sleep,to,to,8,TO,VBD,PRP,VB,IN
1,sleep,sleep,sleep,9,VB,TO,VBD,IN,DT
0,sleep,on,on,10,IN,VB,TO,DT,NN
0,sleep,the,the,11,DT,IN,VB,NN,","
0,sleep,sand,sand,12,NN,DT,IN,",",DT
0,sleep,",",",",13,",",NN,DT,DT,NN
0,sleep,a,a,14,DT,",",NN,NN,NNS
0,sleep,thousand,thousand,15,NN,DT,",",NNS,IN
0,sleep,miles,mile,16,NNS,NN,DT,IN,DT
0,sleep,from,from,17,IN,NNS,NN,DT,JJ
0,sleep,any,any,18,DT,IN,NNS,JJ,NN
0,sleep,human,human,19,JJ,DT,IN,NN,.
0,sleep,habitation,habitation,20,NN,JJ,DT,.,XXXX
0,sleep,.,.,21,.,NN,JJ,XXXX,XXXX
0,isolate,I,i,0,PRP,XXXX,XXXX,VBD,RBR
0,isolate,was,be,1,VBD,PRP,XXXX,RBR,JJ
0,isolate,more,more,2,RBR,VBD,PRP,JJ,IN
0,isolate,isolated,isolated,3,JJ,RBR,VBD,IN,DT
0,isolate,than,than,4,IN,JJ,RBR,DT,JJ
0,isolate,a,a,5,DT,IN,JJ,JJ,NN
0,isolate,shipwrecked,shipwreck,6,JJ,DT,IN,NN,IN
0,isolate,sailor,sailor,7,NN,JJ,DT,IN,DT
0,isolate,on,on,8,IN,NN,JJ,DT,NN
0,isolate,a,a,9,DT,IN,NN,NN,IN
0,isolate,raft,raft,10,NN,DT,IN,IN,DT
0,isolate,in,in,11,IN,NN,DT,DT,NN
0,isolate,the,the,12,DT,IN,NN,NN,IN
0,isolate,middle,middle,13,NN,DT,IN,IN,DT
0,isolate,of,of,14,IN,NN,DT,DT,NN
0,isolate,the,the,15,DT,IN,NN,NN,.
0,isolate,ocean,ocean,16,NN,DT,IN,.,XXXX
0,isolate,.,.,17,.,NN,DT,XXXX,XXXX
0,cause,Thus,thus,0,RB,XXXX,XXXX,PRP,MD
0,cause,you,you,1,PRP,RB,XXXX,MD,VB
0,cause,can,can,2,MD,PRP,RB,VB,PRP$
0,cause,imagine,imagine,3,VB,MD,PRP,PRP$,NN
0,cause,my,my,4,PRP$,VB,MD,NN,","
0,cause,amazement,amazement,5,NN,PRP$,VB,",",IN
0,cause,",",",",6,",",NN,PRP$,IN,NN
0,cause,at,at,7,IN,",",NN,NN,","
0,cause,sunrise,sunrise,8,NN,IN,",",",",WRB
0,cause,",",",",9,",",NN,IN,WRB,PRP
0,cause,when,when,10,WRB,",",NN,PRP,VBD
0,cause,I,i,11,PRP,WRB,",",VBD,VBN
0,cause,was,be,12,VBD,PRP,WRB,VBN,IN
0,cause,awakened,awaken,13,VBN,VBD,PRP,IN,DT
0,cause,by,by,14,IN,VBN,VBD,DT,JJ
0,cause,an,an,15,DT,IN,VBN,JJ,JJ
0,cause,odd,odd,16,JJ,DT,IN,JJ,NN
0,cause,little,little,17,JJ,JJ,DT,NN,.
0,cause,voice,voice,18,NN,JJ,JJ,.,XXXX
0,cause,.,.,19,.,NN,JJ,XXXX,XXXX
0,say,It,it,0,PRP,XXXX,XXXX,VBD,:
1,say,said,say,1,VBD,PRP,XXXX,:,``
0,say,:,:,2,:,VBD,PRP,``,IN
0,say,``,``,3,``,:,VBD,IN,PRP
0,say,If,if,4,IN,``,:,PRP,VBP
0,say,you,you,5,PRP,IN,``,VBP,:
0,say,please,please,6,VBP,PRP,IN,:,VB
0,say,--,--,7,:,VBP,PRP,VB,PRP
0,say,draw,draw,8,VB,:,VBP,PRP,DT
0,say,me,me,9,PRP,VB,:,DT,NN
0,say,a,a,10,DT,PRP,VB,NN,.
0,say,sheep,sheep,11,NN,DT,PRP,.,``
0,say,!,!,12,.,NN,DT,``,XXXX
0,say,``,``,13,``,.,NN,XXXX,XXXX
0,stringentity,``,``,0,``,XXXX,XXXX,WP,.
0,stringentity,What,what,1,WP,``,XXXX,.,``
0,stringentity,!,!,2,.,WP,``,``,XXXX
0,stringentity,``,``,3,``,.,WP,XXXX,XXXX
0,draw,``,``,0,``,XXXX,XXXX,VB,PRP
1,draw,Draw,draw,1,VB,``,XXXX,PRP,DT
0,draw,me,me,2,PRP,VB,``,DT,NN
0,draw,a,a,3,DT,PRP,VB,NN,.
0,draw,sheep,sheep,4,NN,DT,PRP,.,``
0,draw,!,!,5,.,NN,DT,``,XXXX
0,draw,``,``,6,``,.,NN,XXXX,XXXX
0,jump,I,i,0,PRP,XXXX,XXXX,VBD,TO
0,jump,jumped,jumped,1,VBD,PRP,XXXX,TO,PRP$
0,jump,to,to,2,TO,VBD,PRP,PRP$,NNS
0,jump,my,my,3,PRP$,TO,VBD,NNS,","
0,jump,feet,foot,4,NNS,PRP$,TO,",",RB
0,jump,",",",",5,",",NNS,PRP$,RB,NN
0,jump,completely,completely,6,RB,",",NNS,NN,.
0,jump,thunderstruck,thunderstruck,7,NN,RB,",",.,XXXX
0,jump,.,.,8,.,NN,RB,XXXX,XXXX
0,blink,I,i,0,PRP,XXXX,XXXX,VBD,PRP$
1,blink,blinked,blink,1,VBD,PRP,XXXX,PRP$,NNS
0,blink,my,my,2,PRP$,VBD,PRP,NNS,RB
0,blink,eyes,eye,3,NNS,PRP$,VBD,RB,.
0,blink,hard,hard,4,RB,NNS,PRP$,.,XXXX
0,blink,.,.,5,.,RB,NNS,XXXX,XXXX
0,look,I,i,0,PRP,XXXX,XXXX,VBD,RB
1,look,looked,look,1,VBD,PRP,XXXX,RB,DT
0,look,carefully,carefully,2,RB,VBD,PRP,DT,IN
0,look,all,all,3,DT,RB,VBD,IN,PRP
0,look,around,around,4,IN,DT,RB,PRP,.
0,look,me,me,5,PRP,IN,DT,.,XXXX
0,look,.,.,6,.,PRP,IN,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,I,i,1,PRP,CC,XXXX,VBD,DT
0,and,saw,saw,2,VBD,PRP,CC,DT,RBS
0,and,a,a,3,DT,VBD,PRP,RBS,JJ
0,and,most,most,4,RBS,DT,VBD,JJ,JJ
0,and,extraordinary,extraordinary,5,JJ,RBS,DT,JJ,NN
0,and,small,small,6,JJ,JJ,RBS,NN,","
0,and,person,person,7,NN,JJ,JJ,",",WP
0,and,",",",",8,",",NN,JJ,WP,VBD
0,and,who,who,9,WP,",",NN,VBD,EX
0,and,stood,stood,10,VBD,WP,",",EX,VBG
0,and,there,there,11,EX,VBD,WP,VBG,PRP
0,and,examining,examine,12,VBG,EX,VBD,PRP,IN
0,and,me,me,13,PRP,VBG,EX,IN,JJ
0,and,with,with,14,IN,PRP,VBG,JJ,NN
0,and,great,great,15,JJ,IN,PRP,NN,.
0,and,seriousness,seriousness,16,NN,JJ,IN,.,XXXX
0,and,.,.,17,.,NN,JJ,XXXX,XXXX
0,possible,Here,here,0,RB,XXXX,XXXX,PRP,MD
0,possible,you,you,1,PRP,RB,XXXX,MD,VB
0,possible,may,may,2,MD,PRP,RB,VB,DT
0,possible,see,see,3,VB,MD,PRP,DT,JJS
0,possible,the,the,4,DT,VB,MD,JJS,NN
0,possible,best,best,5,JJS,DT,VB,NN,IN
0,possible,portrait,portrait,6,NN,JJS,DT,IN,","
0,possible,that,that,7,IN,NN,JJS,",",RB
0,possible,",",",",8,",",IN,NN,RB,","
0,possible,later,later,9,RB,",",IN,",",PRP
0,possible,",",",",10,",",RB,",",PRP,VBD
0,possible,I,i,11,PRP,",",RB,VBD,JJ
0,possible,was,be,12,VBD,PRP,",",JJ,TO
0,possible,able,able,13,JJ,VBD,PRP,TO,VB
0,possible,to,to,14,TO,JJ,VBD,VB,IN
0,possible,make,make,15,VB,TO,JJ,IN,PRP
0,possible,of,of,16,IN,VB,TO,PRP,.
0,possible,him,him,17,PRP,IN,VB,.,XXXX
0,possible,.,.,18,.,PRP,IN,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,PRP$,NN
0,contrast,my,my,1,PRP$,CC,XXXX,NN,VBZ
0,contrast,drawing,draw,2,NN,PRP$,CC,VBZ,RB
0,contrast,is,be,3,VBZ,NN,PRP$,RB,RB
0,contrast,certainly,certainly,4,RB,VBZ,NN,RB,RB
0,contrast,very,very,5,RB,RB,VBZ,RB,RBR
0,contrast,much,much,6,RB,RB,RB,RBR,VBG
0,contrast,less,less,7,RBR,RB,RB,VBG,IN
0,contrast,charming,charm,8,VBG,RBR,RB,IN,PRP$
0,contrast,than,than,9,IN,VBG,RBR,PRP$,NN
0,contrast,its,it,10,PRP$,IN,VBG,NN,.
0,contrast,model,model,11,NN,PRP$,IN,.,XXXX
0,contrast,.,.,12,.,NN,PRP$,XXXX,XXXX
0,contrast,That,that,0,DT,XXXX,XXXX,",",RB
0,contrast,",",",",1,",",DT,XXXX,RB,","
0,contrast,however,however,2,RB,",",DT,",",VBZ
0,contrast,",",",",3,",",RB,",",VBZ,RB
0,contrast,is,be,4,VBZ,",",RB,RB,PRP$
0,contrast,not,not,5,RB,VBZ,",",PRP$,NN
0,contrast,my,my,6,PRP$,RB,VBZ,NN,.
0,contrast,fault,fault,7,NN,PRP$,RB,.,XXXX
0,contrast,.,.,8,.,NN,PRP$,XXXX,XXXX
0,discourage,The,the,0,DT,XXXX,XXXX,JJ,:
0,discourage,grown,grown,1,JJ,DT,XXXX,:,NNS
0,discourage,-,-,2,:,JJ,DT,NNS,VBD
0,discourage,ups,ups,3,NNS,:,JJ,VBD,PRP
1,discourage,discouraged,discourage,4,VBD,NNS,:,PRP,IN
0,discourage,me,me,5,PRP,VBD,NNS,IN,PRP$
0,discourage,in,in,6,IN,PRP,VBD,PRP$,NN
0,discourage,my,my,7,PRP$,IN,PRP,NN,POS
0,discourage,painter,painter,8,NN,PRP$,IN,POS,NN
0,discourage,'s,'s,9,POS,NN,PRP$,NN,WRB
0,discourage,career,career,10,NN,POS,NN,WRB,PRP
0,discourage,when,when,11,WRB,NN,POS,PRP,VBD
0,discourage,I,i,12,PRP,WRB,NN,VBD,CD
0,discourage,was,be,13,VBD,PRP,WRB,CD,NNS
0,discourage,six,six,14,CD,VBD,PRP,NNS,JJ
0,discourage,years,year,15,NNS,CD,VBD,JJ,","
0,discourage,old,old,16,JJ,NNS,CD,",",CC
0,discourage,",",",",17,",",JJ,NNS,CC,PRP
0,discourage,and,and,18,CC,",",JJ,PRP,RB
0,discourage,I,i,19,PRP,CC,",",RB,VBD
0,discourage,never,never,20,RB,PRP,CC,VBD,TO
0,discourage,learned,learn,21,VBD,RB,PRP,TO,VB
0,discourage,to,to,22,TO,VBD,RB,VB,NN
0,discourage,draw,draw,23,VB,TO,VBD,NN,","
0,discourage,anything,anything,24,NN,VB,TO,",",IN
0,discourage,",",",",25,",",NN,VB,IN,NN
0,discourage,except,except,26,IN,",",NN,NN,IN
0,discourage,boas,boa,27,NN,IN,",",IN,DT
0,discourage,from,from,28,IN,NN,IN,DT,JJ
0,discourage,the,the,29,DT,IN,NN,JJ,CC
0,discourage,outside,outside,30,JJ,DT,IN,CC,NN
0,discourage,and,and,31,CC,JJ,DT,NN,IN
0,discourage,boas,boa,32,NN,CC,JJ,IN,DT
0,discourage,from,from,33,IN,NN,CC,DT,NN
0,discourage,the,the,34,DT,IN,NN,NN,.
0,discourage,inside,inside,35,NN,DT,IN,.,XXXX
0,discourage,.,.,36,.,NN,DT,XXXX,XXXX
0,stare,Now,now,0,RB,XXXX,XXXX,PRP,VBD
0,stare,I,i,1,PRP,RB,XXXX,VBD,IN
0,stare,stared,star,2,VBD,PRP,RB,IN,DT
0,stare,at,at,3,IN,VBD,PRP,DT,JJ
0,stare,this,this,4,DT,IN,VBD,JJ,NN
0,stare,sudden,sudden,5,JJ,DT,IN,NN,IN
0,stare,apparition,apparition,6,NN,JJ,DT,IN,PRP$
0,stare,with,with,7,IN,NN,JJ,PRP$,NNS
0,stare,my,my,8,PRP$,IN,NN,NNS,RB
0,stare,eyes,eye,9,NNS,PRP$,IN,RB,VBG
0,stare,fairly,fairly,10,RB,NNS,PRP$,VBG,IN
0,stare,starting,start,11,VBG,RB,NNS,IN,IN
0,stare,out,out,12,IN,VBG,RB,IN,PRP$
0,stare,of,of,13,IN,IN,VBG,PRP$,NN
0,stare,my,my,14,PRP$,IN,IN,NN,IN
0,stare,head,head,15,NN,PRP$,IN,IN,NN
0,stare,in,in,16,IN,NN,PRP$,NN,.
0,stare,astonishment,astonishment,17,NN,IN,NN,.,XXXX
0,stare,.,.,18,.,NN,IN,XXXX,XXXX
1,remember,Remember,remember,0,NNP,XXXX,XXXX,",",PRP
0,remember,",",",",1,",",NNP,XXXX,PRP,VBD
0,remember,I,i,2,PRP,",",NNP,VBD,VBN
0,remember,had,have,3,VBD,PRP,",",VBN,IN
0,remember,crashed,crashed,4,VBN,VBD,PRP,IN,DT
0,remember,in,in,5,IN,VBN,VBD,DT,NN
0,remember,the,the,6,DT,IN,VBN,NN,DT
0,remember,desert,desert,7,NN,DT,IN,DT,NN
0,remember,a,a,8,DT,NN,DT,NN,NNS
0,remember,thousand,thousand,9,NN,DT,NN,NNS,IN
0,remember,miles,mile,10,NNS,NN,DT,IN,DT
0,remember,from,from,11,IN,NNS,NN,DT,JJ
0,remember,any,any,12,DT,IN,NNS,JJ,NN
0,remember,inhabited,inhabit,13,JJ,DT,IN,NN,.
0,remember,region,region,14,NN,JJ,DT,.,XXXX
0,remember,.,.,15,.,NN,JJ,XXXX,XXXX
0,contrast,And,and,0,CC,XXXX,XXXX,RB,PRP$
0,contrast,yet,yet,1,RB,CC,XXXX,PRP$,JJ
0,contrast,my,my,2,PRP$,RB,CC,JJ,NN
0,contrast,little,little,3,JJ,PRP$,RB,NN,VBD
0,contrast,man,man,4,NN,JJ,PRP$,VBD,DT
0,contrast,seemed,seem,5,VBD,NN,JJ,DT,TO
0,contrast,neither,neither,6,DT,VBD,NN,TO,VB
0,contrast,to,to,7,TO,DT,VBD,VB,VBG
0,contrast,be,be,8,VB,TO,DT,VBG,RB
0,contrast,straying,stray,9,VBG,VB,TO,RB,IN
0,contrast,uncertainly,uncertainly,10,RB,VBG,VB,IN,DT
0,contrast,among,among,11,IN,RB,VBG,DT,NNS
0,contrast,the,the,12,DT,IN,RB,NNS,","
0,contrast,sands,sand,13,NNS,DT,IN,",",CC
0,contrast,",",",",14,",",NNS,DT,CC,TO
0,contrast,nor,nor,15,CC,",",NNS,TO,VB
0,contrast,to,to,16,TO,CC,",",VB,VBG
0,contrast,be,be,17,VB,TO,CC,VBG,IN
0,contrast,fainting,fainting,18,VBG,VB,TO,IN,NN
0,contrast,from,from,19,IN,VBG,VB,NN,CC
0,contrast,fatigue,fatigue,20,NN,IN,VBG,CC,NN
0,contrast,or,or,21,CC,NN,IN,NN,CC
0,contrast,hunger,hunger,22,NN,CC,NN,CC,NN
0,contrast,or,or,23,CC,NN,CC,NN,CC
0,contrast,thirst,thirst,24,NN,CC,NN,CC,NN
0,contrast,or,or,25,CC,NN,CC,NN,.
0,contrast,fear,fear,26,NN,CC,NN,.,XXXX
0,contrast,.,.,27,.,NN,CC,XXXX,XXXX
0,suggest,Nothing,nothing,0,VBG,XXXX,XXXX,IN,PRP
