isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,use,inhibition,inhibition,20,22,31,15,27,29,0
0,use,data,data,21,27,22,31,29,23,0
0,use,generated,generate,22,29,27,22,23,16,0
0,use,from,from,23,23,29,27,16,5,0
0,use,our,our,24,16,23,29,5,40,0
0,use,anti-tumour,anti-tumour,25,5,16,23,40,40,0
0,use,studies,study,26,22,40,40,15,31,0
0,use,to,to,27,15,22,40,31,29,0
0,use,guide,guide,28,31,15,22,29,22,0
0,use,our,our,29,29,31,15,22,11,0
0,use,pharmacodynamic,pharmacodynamic,30,22,29,31,11,16,0
0,use,sampling,sample,31,11,22,29,16,4,0
0,use,times,time,32,16,11,22,4,7,0
0,use,(,(,33,4,16,11,7,16,0
0,use,<,<,34,7,4,16,16,4,0
0,use,xref,xref,35,16,7,4,4,7,0
0,use,ref-type=,ref-type=,36,4,16,7,7,19,0
0,use,'','',37,7,4,16,19,4,0
0,use,fig,fig,38,19,7,4,4,7,0
0,use,'','',39,4,19,7,7,19,0
0,use,rid=,rid=,40,7,4,19,19,5,0
0,use,'','',41,19,7,4,5,40,0
0,use,fig2,fig2,42,5,19,7,40,40,0
0,use,'','',43,7,40,40,9,16,0
0,use,>,>,44,9,7,40,16,6,0
0,use,Figure,figure,45,16,9,7,6,24,0
0,use,2A,2a,46,6,16,9,24,15,0
0,use,<,<,47,24,6,16,15,31,0
0,use,/xref,/xref,48,15,24,6,31,24,0
0,use,>,>,49,31,15,24,24,12,0
0,use,),),50,24,31,15,12,29,0
0,use,.,.,51,12,24,31,29,31,0
0,collect,Samples,samples,0,29,12,24,31,34,0
0,collect,were,be,1,31,29,12,34,20,0
1,collect,collected,collect,2,34,31,29,20,9,0
0,collect,at,at,3,20,34,31,9,12,0
0,collect,the,the,4,9,20,34,12,16,0
0,collect,end,end,5,12,9,20,16,5,0
0,collect,of,of,6,16,12,9,5,40,0
0,collect,the,the,7,5,16,12,40,40,0
0,collect,TMZ,tmz,8,16,40,40,8,5,0
0,collect,dosing,dose,9,8,16,40,5,40,0
0,collect,(,(,10,5,8,16,40,40,0
0,collect,PD1,pd1,11,24,40,40,22,32,0
0,collect,),),12,22,24,40,32,23,0
0,collect,",",",",13,32,22,24,23,16,0
0,collect,when,when,14,23,32,22,16,24,0
0,collect,the,the,15,16,23,32,24,4,0
0,collect,TMZ,tmz,16,24,16,23,4,11,0
0,collect,and,and,17,4,24,16,11,16,0
0,collect,combination,combination,18,11,4,24,16,11,0
0,collect,groups,group,19,16,11,4,11,22,0
0,collect,growth,growth,20,11,16,11,22,15,0
0,collect,rate,rate,21,22,11,16,15,24,0
0,collect,started,start,22,15,22,11,24,31,0
0,collect,to,to,23,24,15,22,31,29,0
0,collect,diverge,diverge,24,31,24,15,29,4,0
0,collect,(,(,25,29,31,24,4,11,0
0,collect,PD2,pd2,26,4,29,31,11,22,0
0,collect,),),27,11,4,29,22,32,0
0,collect,",",",",28,22,11,4,32,9,0
0,collect,at,at,29,32,22,11,9,16,0
0,collect,the,the,30,9,32,22,16,11,0
0,collect,end,end,31,16,9,32,11,23,0
0,collect,of,of,32,11,16,9,23,16,0
0,collect,selumetinib,selumetinib,33,23,11,16,16,11,0
0,collect,dosing,dose,34,16,23,11,11,9,0
0,collect,(,(,35,11,16,23,9,17,0
0,collect,PD3,pd3,36,9,11,16,17,11,0
0,collect,),),37,17,9,11,11,17,0
0,collect,and,and,38,11,17,9,17,4,0
0,collect,at,at,39,17,11,17,4,8,0
0,collect,the,the,40,4,17,11,8,19,0
0,collect,end,end,41,8,4,17,19,24,0
0,collect,of,of,42,19,8,4,24,5,0
0,collect,the,the,43,24,19,8,5,40,0
0,collect,re-growth,re-growth,44,5,24,19,40,40,0
0,collect,period,period,45,33,40,40,32,34,0
0,collect,(,(,46,32,33,40,34,11,0
0,collect,PD4,pd4,47,34,32,33,11,23,0
0,collect,),),48,11,34,32,23,16,0
0,collect,(,(,49,23,11,34,16,5,0
0,collect,<,<,50,16,23,11,5,40,0
0,collect,xref,xref,51,5,16,23,40,40,0
0,collect,ref-type=,ref-type=,52,7,40,40,11,22,0
0,collect,'','',53,11,7,40,22,32,0
0,collect,fig,fig,54,22,11,7,32,11,0
0,collect,'','',55,32,22,11,11,22,0
0,collect,rid=,rid=,56,11,32,22,22,7,0
0,collect,'','',57,22,11,32,7,9,0
0,collect,fig2,fig2,58,7,22,11,9,12,0
0,collect,'','',59,9,7,22,12,7,0
0,collect,>,>,60,12,9,7,7,9,0
0,collect,Figure,figure,61,7,12,9,9,19,0
0,collect,2A,2a,62,9,7,12,19,4,0
0,collect,<,<,63,19,9,7,4,22,0
0,collect,/xref,/xref,64,4,19,9,22,35,0
0,collect,>,>,65,22,4,19,35,22,0
0,collect,;,;,66,35,22,4,22,29,0
0,collect,white,white,67,22,35,22,29,31,0
0,collect,arrows,arrow,68,29,22,35,31,9,0
0,collect,on,on,69,31,29,22,9,12,0
0,collect,graph,graph,70,9,31,29,12,19,0
0,collect,),),71,12,9,31,19,9,0
0,collect,.,.,72,19,12,9,9,24,0
0,perform,IHC,ihc,0,9,19,12,24,5,0
0,perform,analysis,analysis,1,24,9,19,5,40,0
0,perform,and,and,2,5,24,9,40,40,0
0,perform,histological,histological,3,22,40,40,32,9,0
0,perform,scoring,score,4,32,22,40,9,16,0
0,perform,was,be,5,9,32,22,16,11,0
1,perform,performed,perform,6,16,9,32,11,16,0
0,perform,on,on,7,11,16,9,16,7,0
0,perform,all,all,8,16,11,16,7,16,0
0,perform,the,the,9,7,16,11,16,11,0
0,perform,tissues,tissue,10,16,7,16,11,22,0
0,perform,collected,collect,11,11,16,7,22,6,0
0,perform,to,to,12,22,11,16,6,22,0
0,perform,examine,examine,13,6,22,11,22,32,0
0,perform,",",",",14,22,6,22,32,24,0
0,perform,selumetinib,selumetinib,15,32,22,6,24,12,0
0,perform,effects,effect,16,24,32,22,12,16,0
0,perform,(,(,17,12,24,32,16,16,0
0,perform,pERK1/2,perk1/2,18,16,12,24,16,29,0
0,perform,),),19,16,16,12,29,12,0
0,perform,",",",",20,29,16,16,12,9,0
0,perform,DNA,dna,21,12,29,16,9,16,0
0,perform,damage,damage,22,9,12,29,16,5,0
0,perform,(,(,23,16,9,12,5,40,0
0,perform,<,<,24,5,16,9,40,40,0
0,perform,i,i,25,9,40,40,12,16,0
0,perform,>,>,26,12,9,40,16,4,0
0,perform,γ,γ,27,16,12,9,4,24,0
0,perform,<,<,28,4,16,12,24,4,0
0,perform,/i,/i,29,24,4,16,4,22,0
0,perform,>,>,30,4,24,4,22,32,0
0,perform,H2A.X,h2a.x,31,22,4,24,32,29,0
0,perform,),),32,32,22,4,29,31,0
0,perform,",",",",33,29,32,22,31,11,0
0,perform,apoptosis,apoptosis,34,31,29,32,11,9,0
0,perform,(,(,35,11,31,29,9,16,0
0,perform,cleaved,cleave,36,9,11,31,16,4,0
0,perform,caspase,caspase,37,16,9,11,4,9,0
0,perform,3,3,38,4,16,9,9,16,0
0,perform,),),39,9,4,16,16,19,0
0,perform,and,and,40,16,9,4,19,11,0
0,perform,the,the,41,19,16,9,11,9,0
0,perform,cell,cell,42,11,19,16,9,12,0
0,perform,cycle,cycle,43,9,11,19,12,16,0
0,perform,(,(,44,12,9,11,16,5,0
0,perform,pHH3,phh3,45,16,12,9,5,40,0
0,perform,),),46,5,16,12,40,40,0
0,perform,(,(,47,22,40,40,32,25,0
0,perform,scoring,score,48,32,22,40,25,12,0
0,perform,data,data,49,25,32,22,12,11,0
0,perform,not,not,50,12,25,32,11,9,0
0,perform,shown,show,51,11,12,25,9,12,0
0,perform,),),52,9,11,12,12,16,0
0,perform,.,.,53,12,9,11,16,11,0
0,timepoint,The,the,0,16,12,9,11,9,0
0,timepoint,sampling,sample,1,11,16,12,9,16,0
1,timepoint,timepoint,timepoint,2,9,11,16,16,11,0
0,timepoint,",",",",3,16,9,11,11,9,0
0,timepoint,which,which,4,11,16,9,9,16,0
0,timepoint,gave,give,5,9,11,16,16,11,0
0,timepoint,us,u,6,16,9,11,11,9,0
0,timepoint,the,the,7,11,16,9,9,16,0
0,timepoint,greatest,great,8,9,11,16,16,5,0
0,timepoint,insight,insight,9,16,9,11,5,40,0
0,timepoint,into,into,10,5,16,9,40,40,0
0,timepoint,the,the,11,24,40,40,22,15,0
0,timepoint,mechanistic,mechanistic,12,22,24,40,15,31,0
0,timepoint,effects,effect,13,15,22,24,31,23,0
0,timepoint,of,of,14,31,15,22,23,16,0
0,timepoint,these,these,15,23,31,15,16,4,0
0,timepoint,agents,agent,16,16,23,31,4,11,0
0,timepoint,was,be,17,4,16,23,11,16,0
0,timepoint,that,that,18,11,4,16,16,4,0
0,timepoint,taken,take,19,16,11,4,4,39,0
0,timepoint,when,when,20,4,16,11,39,22,0
0,timepoint,we,we,21,39,4,16,22,32,0
0,timepoint,started,start,22,22,39,4,32,34,0
0,timepoint,to,to,23,32,22,39,34,11,0
0,timepoint,see,see,24,34,32,22,11,9,0
0,timepoint,the,the,25,11,34,32,9,12,0
0,timepoint,TMZ,tmz,26,9,11,34,12,12,0
0,timepoint,and,and,27,12,9,11,12,16,0
0,timepoint,combination,combination,28,12,12,9,16,5,0
0,timepoint,groups,group,29,16,12,12,5,40,0
0,timepoint,diverge,diverge,30,5,16,12,40,40,0
0,timepoint,(,(,31,22,40,40,32,6,0
0,timepoint,PD2,pd2,32,32,22,40,6,41,0
0,timepoint,),),33,6,32,22,41,11,0
0,timepoint,.,.,34,40,6,32,11,22,0
0,respond,As,as,0,11,41,6,22,35,0
0,respond,expected,expect,1,22,11,41,35,6,1
0,respond,",",",",2,35,22,11,6,31,0
0,respond,in,in,3,6,35,22,31,22,0
0,respond,response,response,4,31,6,35,22,9,0
0,respond,to,to,5,22,31,6,9,16,0
0,respond,selumetinib,selumetinib,6,9,22,31,16,5,0
0,respond,or,or,7,16,9,22,5,41,0
0,respond,TMZ,tmz,8,5,16,9,41,40,0
0,respond,alone,alone,9,40,5,16,40,40,0
0,respond,we,we,10,40,40,40,38,5,0
0,respond,saw,saw,11,38,41,40,5,41,0
0,respond,changes,change,12,5,38,41,41,40,0
0,respond,in,in,13,40,5,38,40,40,0
0,respond,the,the,14,40,40,40,31,22,0
0,respond,mechanistic,mechanistic,15,31,41,40,22,9,0
0,respond,biomarkers,biomarkers,16,22,31,41,9,16,0
0,respond,pERK1/2,perk1/2,17,9,22,31,16,5,0
0,respond,(,(,18,16,9,22,5,41,0
0,respond,decrease,decrease,19,5,16,9,41,40,0
0,respond,),),20,40,5,16,40,40,0
0,respond,and,and,21,22,40,40,32,29,0
0,respond,<,<,22,32,22,40,29,23,0
0,respond,i,i,23,29,32,22,23,19,0
0,respond,>,>,24,23,29,32,19,4,0
0,respond,γ,γ,25,19,23,29,4,24,0
0,respond,<,<,26,4,19,23,24,16,0
0,respond,/i,/i,27,24,4,19,16,5,0
0,respond,>,>,28,16,24,4,5,40,0
0,respond,H2A.X,h2a.x,29,5,16,24,40,40,0
0,respond,(,(,30,22,40,40,32,23,0
0,respond,increase,increase,31,32,22,40,23,19,0
0,respond,),),32,23,32,22,19,24,0
0,respond,",",",",33,19,23,32,24,5,0
0,respond,respectively,respectively,34,24,19,23,5,40,0
0,respond,",",",",35,5,24,19,40,40,0
0,respond,and,and,36,22,40,40,32,24,0
0,respond,a,a,37,32,22,40,24,9,0
0,respond,reduction,reduction,38,24,32,22,9,11,0
0,respond,in,in,39,9,24,32,11,22,0
0,respond,mitotic,mitotic,40,11,9,24,22,5,0
0,respond,cells,cell,41,22,11,9,5,40,0
0,respond,as,a,42,5,22,11,40,40,0
0,respond,shown,show,43,7,40,40,22,32,0
0,respond,by,by,44,22,7,40,32,9,0
0,respond,pHH3,phh3,45,32,22,7,9,26,0
0,respond,in,in,46,9,32,22,26,12,0
0,respond,the,the,47,26,9,32,12,12,0
0,respond,selumetinib,selumetinib,48,12,26,9,12,16,0
0,respond,group,group,49,12,12,26,16,4,0
0,respond,compared,compare,50,16,12,12,4,38,0
0,respond,with,with,51,4,16,12,38,32,0
0,respond,an,an,52,38,4,16,32,10,0
0,respond,increase,increase,53,32,38,4,10,33,0
0,respond,in,in,54,10,32,38,33,22,0
0,respond,the,the,55,33,10,32,22,11,0
0,respond,TMZ,tmz,56,22,33,10,11,12,0
0,respond,tissues,tissue,57,11,22,33,12,16,0
0,respond,(,(,58,12,11,22,16,5,0
0,respond,<,<,59,16,12,11,5,40,0
0,respond,xref,xref,60,5,16,12,40,40,0
0,respond,ref-type=,ref-type=,61,24,40,40,22,15,0
0,respond,'','',62,22,24,40,15,31,0
0,respond,fig,fig,63,15,22,24,31,9,0
0,respond,'','',64,31,15,22,9,14,0
0,respond,rid=,rid=,65,9,31,15,14,16,0
0,respond,'','',66,14,9,31,16,11,0
0,respond,fig2,fig2,67,16,14,9,11,4,0
0,respond,'','',68,11,16,14,4,24,0
0,respond,>,>,69,4,11,16,24,4,0
0,respond,Figure,figure,70,24,4,11,4,22,0
0,respond,2B,2b,71,4,24,4,22,32,0
0,respond,<,<,72,22,4,24,32,12,0
0,respond,/xref,/xref,73,32,22,4,12,29,0
0,respond,>,>,74,12,32,22,29,31,0
0,respond,),),75,29,12,32,31,11,0
0,respond,.,.,76,31,29,12,11,22,0
0,possible,Level,level,0,11,31,29,22,5,0
0,possible,of,of,1,22,11,31,5,40,0
0,possible,the,the,2,5,22,11,40,40,0
0,possible,apoptotic,apoptotic,3,7,40,40,23,16,0
0,possible,marker,marker,4,23,7,40,16,36,0
0,possible,",",",",5,16,23,7,36,24,0
0,possible,cleaved,cleave,6,36,16,23,24,24,0
0,possible,caspase,caspase,7,24,36,16,24,24,0
0,possible,3,3,8,24,24,36,24,25,0
0,possible,",",",",9,24,24,24,25,33,0
0,possible,was,be,10,25,24,24,33,11,0
0,possible,comparable,comparable,11,33,25,24,11,23,0
0,possible,in,in,12,11,33,25,23,16,0
0,possible,the,the,13,23,11,33,16,5,0
0,possible,combination,combination,14,16,23,11,5,40,0
0,possible,group,group,15,5,16,23,40,40,0
0,possible,compared,compare,16,9,40,40,4,24,0
0,possible,with,with,17,4,9,40,24,4,0
0,possible,the,the,18,24,4,9,4,36,0
0,possible,TMZ,tmz,19,4,24,4,36,24,0
0,possible,monotherapy,monotherapy,20,36,4,24,24,23,0
0,possible,(,(,21,24,36,4,23,16,0
0,possible,<,<,22,23,24,36,16,5,0
0,possible,xref,xref,23,16,23,24,5,40,0
0,possible,ref-type=,ref-type=,24,5,16,23,40,40,0
0,possible,'','',25,9,40,40,12,6,0
0,possible,fig,fig,26,12,9,40,6,19,0
0,possible,'','',27,6,12,9,19,32,0
0,possible,rid=,rid=,28,19,6,12,32,22,0
0,possible,'','',29,32,19,6,22,11,0
0,possible,fig2,fig2,30,22,32,19,11,23,0
0,possible,'','',31,11,22,32,23,16,0
0,possible,>,>,32,23,11,22,16,21,0
0,possible,Figure,figure,33,16,23,11,21,16,0
0,possible,2B,2b,34,21,16,23,16,39,0
0,possible,<,<,35,16,21,16,39,22,0
0,possible,/xref,/xref,36,39,16,21,22,32,0
0,possible,>,>,37,22,39,16,32,8,0
0,possible,),),38,32,22,39,8,19,0
0,possible,.,.,39,8,32,22,19,12,0
0,contrast,However,however,0,19,8,32,12,4,0
0,contrast,",",",",1,12,19,8,4,7,0
0,contrast,in,in,2,4,12,19,7,22,0
0,contrast,the,the,3,7,4,12,22,24,0
0,contrast,combination,combination,4,22,7,4,24,32,0
0,contrast,group,group,5,24,22,7,32,29,0
0,contrast,we,we,6,32,24,22,29,31,0
0,contrast,observed,observe,7,29,32,24,31,16,0
0,contrast,a,a,8,31,29,32,16,4,0
0,contrast,greatly,greatly,9,16,31,29,4,11,0
0,contrast,enhanced,enhance,10,4,16,31,11,16,0
0,contrast,upregulation,upregulation,11,11,4,16,16,11,0
0,contrast,of,of,12,16,11,4,11,9,0
0,contrast,<,<,13,11,16,11,9,12,0
0,contrast,i,i,14,9,11,16,12,7,0
0,contrast,>,>,15,12,9,11,7,16,0
0,contrast,γ,γ,16,7,12,9,16,11,0
0,contrast,<,<,17,16,7,12,11,9,0
0,contrast,/i,/i,18,11,16,7,9,16,0
0,contrast,>,>,19,9,11,16,16,5,0
0,contrast,H2A.X,h2a.x,20,16,9,11,5,40,0
0,contrast,compared,compare,21,5,16,9,40,40,0
0,contrast,with,with,22,24,40,40,22,32,0
0,contrast,the,the,23,22,24,40,32,11,0
0,contrast,TMZ,tmz,24,32,22,24,11,9,0
0,contrast,group,group,25,11,32,22,9,12,0
0,contrast,alone,alone,26,9,11,32,12,16,0
0,contrast,",",",",27,12,9,11,16,11,0
0,contrast,suggesting,suggest,28,16,12,9,11,23,0
0,contrast,that,that,29,11,16,12,23,19,0
0,contrast,when,when,30,23,11,16,19,24,0
0,contrast,selumetinib,selumetinib,31,19,23,11,24,33,0
0,contrast,and,and,32,24,19,23,33,11,0
0,contrast,TMZ,tmz,33,33,24,19,11,11,0
0,contrast,are,be,34,11,33,24,11,23,0
0,contrast,combined,combine,35,11,11,33,23,16,0
0,contrast,DNA,dna,36,23,11,11,16,11,0
0,contrast,damage,damage,37,16,23,11,11,16,0
0,contrast,is,be,38,11,16,23,16,5,0
0,contrast,enhanced,enhance,39,16,11,16,5,40,0
0,contrast,(,(,40,5,16,11,40,40,0
0,contrast,<,<,41,17,40,40,4,22,0
0,contrast,xref,xref,42,4,17,40,22,32,0
0,contrast,ref-type=,ref-type=,43,22,4,17,32,34,0
0,contrast,'','',44,32,22,4,34,11,0
0,contrast,fig,fig,45,34,32,22,11,9,0
0,contrast,'','',46,11,34,32,9,16,0
0,contrast,rid=,rid=,47,9,11,34,16,9,0
0,contrast,'','',48,16,9,11,9,16,0
0,contrast,fig2,fig2,49,9,16,9,16,19,0
0,contrast,'','',50,16,9,16,19,11,0
0,contrast,>,>,51,19,16,9,11,9,0
0,contrast,Figure,figure,52,11,19,16,9,12,0
0,contrast,2B,2b,53,9,11,19,12,16,0
0,contrast,<,<,54,12,9,11,16,5,0
0,contrast,/xref,/xref,55,16,12,9,5,40,0
0,contrast,>,>,56,5,16,12,40,40,0
0,contrast,),),57,7,40,40,24,23,0
0,contrast,.,.,58,24,7,40,23,12,0
0,efficacious,Selumetinib,selumetinib,0,23,24,7,12,16,0
0,efficacious,is,be,1,12,23,24,16,32,0
1,efficacious,efficacious,efficacious,2,16,12,23,32,9,0
0,efficacious,in,in,3,32,16,12,9,29,0
0,efficacious,combination,combination,4,9,32,16,29,31,0
0,efficacious,with,with,5,29,9,32,31,33,0
0,efficacious,docetaxel,docetaxel,6,31,29,9,33,24,0
0,efficacious,when,when,7,33,31,29,24,11,0
0,efficacious,dosed,dose,8,24,33,31,11,9,0
0,efficacious,concurrently,concurrently,9,11,24,33,9,19,0
0,efficacious,or,or,10,9,11,24,19,4,0
0,efficacious,following,follow,11,19,9,11,4,7,0
0,efficacious,docetaxel,docetaxel,12,4,19,9,7,29,0
0,result,Continuous,continuous,0,7,4,19,29,31,0
0,result,",",",",1,29,7,4,31,33,0
0,result,concurrent,concurrent,2,31,29,7,33,11,0
0,result,combinations,combination,3,33,31,29,11,16,0
0,result,of,of,4,11,33,31,16,7,0
0,result,selumetinib,selumetinib,5,16,11,33,7,16,0
0,result,and,and,6,7,16,11,16,7,0
0,result,docetaxel,docetaxel,7,16,7,16,7,16,0
1,result,resulted,result,8,7,16,7,16,7,0
0,result,in,in,9,16,7,16,7,16,0
0,result,significant,significant,10,7,16,7,16,5,0
0,result,anti-tumour,anti-tumour,11,16,7,16,5,40,0
0,result,effects,effect,12,5,16,7,40,40,0
0,result,in,in,13,33,40,40,11,22,0
0,result,several,several,14,11,33,40,22,32,0
0,result,models,model,15,22,11,33,32,9,0
0,result,(,(,16,32,22,11,9,16,0
0,result,<,<,17,9,32,22,16,11,0
0,result,xref,xref,18,16,9,32,11,9,0
0,result,ref-type=,ref-type=,19,11,16,9,9,16,0
0,result,'','',20,9,11,16,16,34,0
0,result,table,table,21,16,9,11,34,11,0
0,result,'','',22,34,16,9,11,9,0
0,result,rid=,rid=,23,11,34,16,9,16,0
0,result,'','',24,9,11,34,16,11,0
0,result,tbl1,tbl1,25,16,9,11,11,9,0
0,result,'','',26,11,16,9,9,16,0
0,result,>,>,27,9,11,16,16,4,0
0,result,Table,table,28,16,9,11,4,9,0
0,result,1,1,29,4,16,9,9,16,0
0,result,<,<,30,9,4,16,16,19,0
0,result,/xref,/xref,31,16,9,4,19,11,0
0,result,>,>,32,19,16,9,11,9,0
0,result,and,and,33,11,19,16,9,12,0
0,result,<,<,34,9,11,19,12,16,0
0,result,xref,xref,35,12,9,11,16,5,0
0,result,ref-type=,ref-type=,36,16,12,9,5,40,0
0,result,'','',37,5,16,12,40,40,0
0,result,fig,fig,38,39,40,40,11,12,0
0,result,'','',39,11,39,40,12,22,0
0,result,rid=,rid=,40,12,11,39,22,32,0
0,result,'','',41,22,12,11,32,12,0
0,result,fig3,fig3,42,32,22,12,12,29,0
0,result,'','',43,12,32,22,29,31,0
0,result,>,>,44,29,12,32,31,4,0
0,result,Figure,figure,45,31,29,12,4,22,0
0,result,3A,3a,46,4,31,29,22,32,0
0,result,<,<,47,22,4,31,32,29,0
0,result,/xref,/xref,48,32,22,4,29,22,0
0,result,>,>,49,29,32,22,22,6,0
0,result,),),50,22,29,32,6,41,0
0,result,.,.,51,6,22,29,41,7,0
0,contrast,However,however,0,40,6,22,7,6,0
0,contrast,",",",",1,7,41,6,6,38,0
0,contrast,we,we,2,6,7,41,38,35,0
0,contrast,were,be,3,38,6,7,35,22,0
0,contrast,interested,interested,4,35,38,6,22,33,0
0,contrast,to,to,5,22,35,38,33,24,0
0,contrast,explore,explore,6,33,22,35,24,5,0
0,contrast,the,the,7,24,33,22,5,41,0
0,contrast,effect,effect,8,5,24,33,41,40,0
0,contrast,of,of,9,40,5,24,40,40,0
0,contrast,dose,dose,10,7,40,40,11,16,0
0,contrast,sequencing,sequence,11,11,7,40,16,22,0
0,contrast,on,on,12,16,11,7,22,32,0
0,contrast,the,the,13,22,16,11,32,4,0
0,contrast,anti-tumour,anti-tumour,14,32,22,16,4,24,0
0,contrast,efficacy,efficacy,15,4,32,22,24,24,0
0,contrast,of,of,16,24,4,32,24,4,0
0,contrast,these,these,17,24,24,4,4,11,0
0,contrast,two,two,18,4,24,24,11,11,0
0,contrast,agents,agent,19,11,4,24,11,22,0
0,contrast,as,a,20,11,11,4,22,32,0
0,contrast,administration,administration,21,22,11,11,32,33,0
0,contrast,of,of,22,32,22,11,33,11,0
0,contrast,selumetinib,selumetinib,23,33,32,22,11,9,0
0,contrast,and,and,24,11,33,32,9,16,0
0,contrast,docetaxel,docetaxel,25,9,11,33,16,11,0
0,contrast,as,a,26,16,9,11,11,12,0
0,contrast,monotherapies,monotherapies,27,11,16,9,12,16,0
0,contrast,results,result,28,12,11,16,16,6,0
0,contrast,in,in,29,16,12,11,6,41,0
0,contrast,distinct,distinct,30,6,16,12,41,11,0
0,contrast,cell,cell,31,40,6,16,11,22,0
0,contrast,cycle,cycle,32,11,41,6,22,35,0
0,contrast,phenotypes,phenotype,33,22,11,41,35,6,0
0,contrast,;,;,34,35,22,11,6,31,0
0,contrast,a,a,35,6,35,22,31,22,0
0,contrast,G1,g1,36,31,6,35,22,9,0
0,contrast,or,or,37,22,31,6,9,16,0
0,contrast,mitotic,mitotic,38,9,22,31,16,6,0
0,contrast,arrest,arrest,39,16,9,22,6,41,0
0,contrast,",",",",40,6,16,9,41,40,0
0,contrast,respectively,respectively,41,40,6,16,40,40,0
0,contrast,.,.,42,39,40,40,9,16,0
0,design,Two,two,0,9,39,40,16,36,0
0,design,schedules,schedule,1,16,9,39,36,24,0
0,design,were,be,2,36,16,9,24,12,0
1,design,designed,design,3,24,36,16,12,4,0
0,design,in,in,4,12,24,36,4,8,0
0,design,which,which,5,4,12,24,8,16,0
0,design,mice,mouse,6,8,4,12,16,24,0
0,design,bearing,bearing,7,16,8,4,24,24,0
0,design,HCT-116,hct-116,8,24,16,8,24,5,0
0,design,CRC,crc,9,24,24,16,5,40,0
0,design,tumours,tumour,10,5,24,24,40,40,0
0,design,were,be,11,24,40,40,11,22,0
0,design,treated,treat,12,11,24,40,22,15,0
0,design,with,with,13,22,11,24,15,31,0
0,design,either,either,14,15,22,11,31,29,0
0,design,a,a,15,31,15,22,29,22,0
0,design,single,single,16,29,31,15,22,4,0
0,design,dose,dose,17,22,29,31,4,9,0
0,design,of,of,18,4,22,29,9,16,0
0,design,docetaxel,docetaxel,19,9,4,22,16,19,0
0,design,(,(,20,16,9,4,19,11,0
0,design,15,15,21,19,16,9,11,9,0
0,design,mg,mg,22,11,19,16,9,12,0
0,design,kg,kg,23,9,11,19,12,16,0
0,design,<,<,24,12,9,11,16,7,0
0,design,sup,sup,25,16,12,9,7,11,0
0,design,>,>,26,7,16,12,11,16,0
0,design,–1,–1,27,11,7,16,16,11,0
0,design,<,<,28,16,11,7,11,16,0
0,design,/sup,/sup,29,11,16,11,16,4,0
0,design,>,>,30,16,11,16,4,22,0
0,design,),),31,4,16,11,22,32,0
0,design,followed,follow,32,22,4,16,32,24,0
0,design,24,24,33,32,22,4,24,11,0
0,design,h,h,34,24,32,22,11,23,0
0,design,later,later,35,11,24,32,23,16,0
0,design,by,by,36,23,11,24,16,9,0
0,design,selumetinib,selumetinib,37,16,23,11,9,16,0
0,design,(,(,38,9,16,23,16,11,0
0,design,25,25,39,16,9,16,11,16,0
0,design,mg,mg,40,11,16,9,16,7,0
0,design,kg,kg,41,16,11,16,7,23,0
0,design,<,<,42,7,16,11,23,16,0
0,design,sup,sup,43,23,7,16,16,6,0
0,design,>,>,44,16,23,7,6,16,0
0,design,–1,–1,45,6,16,23,16,5,0
0,design,<,<,46,16,6,16,5,40,0
0,design,/sup,/sup,47,5,16,6,40,40,0
0,design,>,>,48,7,40,40,24,22,0
0,design,per,per,49,24,7,40,22,32,0
0,design,bid,bid,50,22,24,7,32,39,0
0,design,),),51,32,22,24,39,23,0
0,design,for,for,52,39,32,22,23,19,0
0,design,7,7,53,23,39,32,19,32,0
0,design,days,day,54,19,23,39,32,34,0
0,design,(,(,55,32,19,23,34,34,0
0,design,schedule,schedule,56,34,32,19,34,11,0
0,design,1,1,57,34,34,32,11,16,0
0,design,),),58,11,34,34,16,4,0
0,design,or,or,59,16,11,34,4,16,0
0,design,selumetinib,selumetinib,60,4,16,11,16,4,0
0,design,was,be,61,16,4,16,4,12,0
0,design,administered,administer,62,4,16,4,12,4,0
0,design,as,a,63,12,4,16,4,7,0
0,design,above,above,64,4,12,4,7,16,0
0,design,for,for,65,7,4,12,16,4,0
0,design,7,7,66,16,7,4,4,7,0
0,design,days,day,67,4,16,7,7,22,0
0,design,followed,follow,68,7,4,16,22,32,0
0,design,24,24,69,22,7,4,32,9,0
0,design,h,h,70,32,22,7,9,12,0
0,design,later,later,71,9,32,22,12,16,0
0,design,with,with,72,12,9,32,16,2,0
0,design,docetaxel,docetaxel,73,16,12,9,2,9,0
0,design,(,(,74,2,16,12,9,24,0
0,design,schedule,schedule,75,9,2,16,24,24,0
0,design,2,2,76,24,9,2,24,4,0
0,design,),),77,24,24,9,4,24,0
0,design,(,(,78,4,24,24,24,3,0
0,design,<,<,79,24,4,24,3,11,0
0,design,xref,xref,80,3,24,4,11,22,0
0,design,ref-type=,ref-type=,81,11,3,24,22,32,0
0,design,'','',82,22,11,3,32,24,0
0,design,fig,fig,83,32,22,11,24,31,0
0,design,'','',84,24,32,22,31,39,0
0,design,rid=,rid=,85,31,24,32,39,29,0
0,design,'','',86,39,31,24,29,31,0
0,design,fig3,fig3,87,29,39,31,31,5,0
0,design,'','',88,31,29,39,5,40,0
