isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,sad,",",",",5,4,15,11,39,39,0
0,sad,then,then,6,39,39,39,10,15,0
0,sad,?,?,7,10,40,39,15,21,0
0,sad,``,``,8,15,10,40,21,34,0
0,ask,I,i,0,21,15,10,34,21,0
1,ask,asked,ask,1,34,21,15,21,3,1
0,ask,",",",",2,21,34,21,3,40,0
0,ask,``,``,3,3,21,34,40,8,0
0,ask,on,on,4,39,3,21,8,15,0
0,ask,the,the,5,8,40,3,15,31,0
0,ask,day,day,6,15,8,40,31,28,0
0,ask,of,of,7,31,15,8,28,21,0
0,ask,the,the,8,28,31,15,21,4,0
0,ask,forty,forty,9,21,28,31,4,39,0
0,ask,-,-,10,4,21,28,39,39,0
0,ask,four,four,11,39,39,39,21,35,0
0,ask,sunsets,sunset,12,21,40,39,35,22,0
0,ask,?,?,13,35,21,40,22,15,0
0,ask,``,``,14,22,35,21,15,10,0
0,contrast,But,but,0,15,22,35,10,21,0
0,contrast,the,the,1,10,15,22,21,34,0
0,contrast,little,little,2,21,10,15,34,23,0
0,contrast,prince,prince,3,34,21,10,23,33,0
0,contrast,made,make,4,23,34,21,33,21,0
0,contrast,no,no,5,33,23,34,21,19,0
0,contrast,reply,reply,6,21,33,23,19,8,1
0,contrast,.,.,7,19,21,33,8,15,0
