word,normalized_words,focus,index,POS,-1POS,-2POS,+1POS,+2POS
looked,look,1,3,VBN,RB,VBZ,IN,DT
at,at,0,4,IN,VBN,RB,DT,NN
a,a,0,5,DT,IN,VBN,NN,.
star,star,0,6,NN,DT,IN,.,N/A
.,.,0,7,.,NN,DT,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBZ,RB
has,have,0,1,VBZ,PRP,N/A,RB,VBN
never,never,0,2,RB,VBZ,PRP,VBN,DT
loved,love,1,3,VBN,RB,VBZ,DT,CD
any,any,0,4,DT,VBN,RB,CD,.
one,one,0,5,CD,DT,VBN,.,N/A
.,.,0,6,.,CD,DT,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBZ,RB
has,have,0,1,VBZ,PRP,N/A,RB,VBN
never,never,0,2,RB,VBZ,PRP,VBN,NN
done,do,1,3,VBN,RB,VBZ,NN,IN
anything,anything,0,4,NN,VBN,RB,IN,PRP$
in,in,0,5,IN,NN,VBN,PRP$,NN
his,his,0,6,PRP$,IN,NN,NN,CC
life,life,0,7,NN,PRP$,IN,CC,VBP
but,but,0,8,CC,NN,PRP$,VBP,RP
add,add,0,9,VBP,CC,NN,RP,NNS
up,up,0,10,RP,VBP,CC,NNS,.
figures,figure,0,11,NNS,RP,VBP,.,N/A
.,.,0,12,.,NNS,RP,N/A,N/A
And,and,0,0,CC,N/A,N/A,DT,NN
all,all,0,1,DT,CC,N/A,NN,PRP
day,day,0,2,NN,DT,CC,PRP,VBZ
he,he,0,3,PRP,NN,DT,VBZ,IN
says,say,0,4,VBZ,PRP,NN,IN,CC
over,over,0,5,IN,VBZ,PRP,CC,IN
and,and,0,6,CC,IN,VBZ,IN,","
over,over,0,7,IN,CC,IN,",",RB
",",",",0,8,",",IN,CC,RB,IN
just,just,0,9,RB,",",IN,IN,PRP
like,like,0,10,IN,RB,",",PRP,:
you,you,0,11,PRP,IN,RB,:,''
:,:,0,12,:,PRP,IN,'',PRP
',',0,13,'',:,PRP,PRP,VBP
I,i,0,14,PRP,'',:,VBP,JJ
am,be,0,15,VBP,PRP,'',JJ,IN
busy,busy,0,16,JJ,VBP,PRP,IN,NNS
with,with,0,17,IN,JJ,VBP,NNS,IN
matters,matter,0,18,NNS,IN,JJ,IN,NN
of,of,0,19,IN,NNS,IN,NN,.
consequence,consequence,0,20,NN,IN,NNS,.,''
!,!,0,21,.,NN,IN,'',CC
',',0,22,'',.,NN,CC,IN
And,and,0,23,CC,'',.,IN,VBZ
that,that,0,24,IN,CC,'',VBZ,PRP
makes,make,0,25,VBZ,IN,CC,PRP,VB
him,him,0,26,PRP,VBZ,IN,VB,RP
swell,swell,0,27,VB,PRP,VBZ,RP,IN
up,up,0,28,RP,VB,PRP,IN,NN
with,with,0,29,IN,RP,VB,NN,.
pride,pride,0,30,NN,IN,RP,.,N/A
.,.,0,31,.,NN,IN,N/A,N/A
But,but,0,0,CC,N/A,N/A,PRP,VBZ
he,he,0,1,PRP,CC,N/A,VBZ,RB
is,be,0,2,VBZ,PRP,CC,RB,DT
not,not,0,3,RB,VBZ,PRP,DT,NN
a,a,0,4,DT,RB,VBZ,NN,:
man,man,0,5,NN,DT,RB,:,:
-,-,0,6,:,NN,DT,:,PRP
-,-,0,7,:,:,NN,PRP,VBZ
he,he,0,8,PRP,:,:,VBZ,DT
is,be,0,9,VBZ,PRP,:,DT,NN
a,a,0,10,DT,VBZ,PRP,NN,.
mushroom,mushroom,0,11,NN,DT,VBZ,.,``
!,!,0,12,.,NN,DT,``,N/A
``,``,0,13,``,.,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,DT,WP
A,a,0,1,DT,``,N/A,WP,.
what,what,0,2,WP,DT,``,.,``
?,?,0,3,.,WP,DT,``,N/A
``,``,0,4,``,.,WP,N/A,N/A
``,``,0,0,``,N/A,N/A,DT,NN
A,a,0,1,DT,``,N/A,NN,.
mushroom,mushroom,1,2,NN,DT,``,.,``
!,!,0,3,.,NN,DT,``,N/A
``,``,0,4,``,.,NN,N/A,N/A
The,the,0,0,DT,N/A,N/A,JJ,NN
little,little,0,1,JJ,DT,N/A,NN,VBD
prince,prince,0,2,NN,JJ,DT,VBD,RB
was,be,0,3,VBD,NN,JJ,RB,JJ
now,now,0,4,RB,VBD,NN,JJ,IN
white,white,1,5,JJ,RB,VBD,IN,NN
with,with,0,6,IN,JJ,RB,NN,.
rage,rage,0,7,NN,IN,JJ,.,N/A
.,.,0,8,.,NN,IN,N/A,N/A
``,``,0,0,``,N/A,N/A,DT,NNS
The,the,0,1,DT,``,N/A,NNS,VBP
flowers,flower,0,2,NNS,DT,``,VBP,VBN
have,have,0,3,VBP,NNS,DT,VBN,VBG
been,be,0,4,VBN,VBP,NNS,VBG,NNS
growing,grow,1,5,VBG,VBN,VBP,NNS,IN
thorns,thorn,0,6,NNS,VBG,VBN,IN,NNS
for,for,0,7,IN,NNS,VBG,NNS,IN
millions,million,0,8,NNS,IN,NNS,IN,NNS
of,of,0,9,IN,NNS,IN,NNS,.
years,year,0,10,NNS,IN,NNS,.,N/A
.,.,0,11,.,NNS,IN,N/A,N/A
For,for,0,0,IN,N/A,N/A,NNS,IN
millions,million,0,1,NNS,IN,N/A,IN,NNS
of,of,0,2,IN,NNS,IN,NNS,DT
years,year,0,3,NNS,IN,NNS,DT,NN
the,the,0,4,DT,NNS,IN,NN,VBP
sheep,sheep,0,5,NN,DT,NNS,VBP,VBN
have,have,0,6,VBP,NN,DT,VBN,VBG
been,be,0,7,VBN,VBP,NN,VBG,PRP
eating,eat,1,8,VBG,VBN,VBP,PRP,RB
them,them,0,9,PRP,VBG,VBN,RB,DT
just,just,0,10,RB,PRP,VBG,DT,JJ
the,the,0,11,DT,RB,PRP,JJ,.
same,same,0,12,JJ,DT,RB,.,N/A
.,.,0,13,.,JJ,DT,N/A,N/A
And,and,1,0,CC,N/A,N/A,VBZ,PRP
is,be,0,1,VBZ,CC,N/A,PRP,RB
it,it,0,2,PRP,VBZ,CC,RB,DT
not,not,0,3,RB,PRP,VBZ,DT,NN
a,a,0,4,DT,RB,PRP,NN,IN
matter,matter,0,5,NN,DT,RB,IN,NN
of,of,0,6,IN,NN,DT,NN,TO
consequence,consequence,0,7,NN,IN,NN,TO,VB
to,to,0,8,TO,NN,IN,VB,TO
try,try,0,9,VB,TO,NN,TO,VB
to,to,0,10,TO,VB,TO,VB,WRB
understand,understand,0,11,VB,TO,VB,WRB,DT
why,why,0,12,WRB,VB,TO,DT,NNS
the,the,0,13,DT,WRB,VB,NNS,VBP
flowers,flower,0,14,NNS,DT,WRB,VBP,TO
go,go,0,15,VBP,NNS,DT,TO,RB
to,to,0,16,TO,VBP,NNS,RB,JJ
so,so,0,17,RB,TO,VBP,JJ,NN
much,much,0,18,JJ,RB,TO,NN,TO
trouble,trouble,0,19,NN,JJ,RB,TO,VB
to,to,0,20,TO,NN,JJ,VB,NNS
grow,grow,0,21,VB,TO,NN,NNS,WDT
thorns,thorn,0,22,NNS,VB,TO,WDT,VBP
which,which,0,23,WDT,NNS,VB,VBP,RB
are,be,0,24,VBP,WDT,NNS,RB,IN
never,never,0,25,RB,VBP,WDT,IN,DT
of,of,0,26,IN,RB,VBP,DT,NN
any,any,0,27,DT,IN,RB,NN,TO
use,use,0,28,NN,DT,IN,TO,PRP
to,to,0,29,TO,NN,DT,PRP,.
them,them,0,30,PRP,TO,NN,.,N/A
?,?,0,31,.,PRP,TO,N/A,N/A
Is,is,0,0,VBZ,N/A,N/A,DT,NN
the,the,0,1,DT,VBZ,N/A,NN,IN
warfare,warfare,0,2,NN,DT,VBZ,IN,DT
between,between,0,3,IN,NN,DT,DT,NN
the,the,0,4,DT,IN,NN,NN,CC
sheep,sheep,0,5,NN,DT,IN,CC,DT
and,and,0,6,CC,NN,DT,DT,NNS
the,the,0,7,DT,CC,NN,NNS,RB
flowers,flower,0,8,NNS,DT,CC,RB,JJ
not,not,0,9,RB,NNS,DT,JJ,.
important,important,1,10,JJ,RB,NNS,.,N/A
?,?,0,11,.,JJ,RB,N/A,N/A
Is,is,0,0,VBZ,N/A,N/A,DT,RB
this,this,0,1,DT,VBZ,N/A,RB,IN
not,not,0,2,RB,DT,VBZ,IN,JJR
of,of,0,3,IN,RB,DT,JJR,NN
more,more,0,4,JJR,IN,RB,NN,IN
consequence,consequence,0,5,NN,JJR,IN,IN,DT
than,than,0,6,IN,NN,JJR,DT,JJ
a,a,0,7,DT,IN,NN,JJ,JJ
fat,fat,0,8,JJ,DT,IN,JJ,:
red,red,0,9,JJ,JJ,DT,:,VBD
-,-,0,10,:,JJ,JJ,VBD,NN
faced,face,0,11,VBD,:,JJ,NN,POS
gentleman,gentleman,0,12,NN,VBD,:,POS,NNS
's,'s,0,13,POS,NN,VBD,NNS,.
sums,sum,0,14,NNS,POS,NN,.,N/A
?,?,0,15,.,NNS,POS,N/A,N/A
And,and,1,0,CC,N/A,N/A,IN,PRP
if,if,0,1,IN,CC,N/A,PRP,VBP
I,i,0,2,PRP,IN,CC,VBP,:
know,know,0,3,VBP,PRP,IN,:,:
-,-,0,4,:,VBP,PRP,:,PRP
-,-,0,5,:,:,VBP,PRP,","
I,i,0,6,PRP,:,:,",",PRP
",",",",0,7,",",PRP,:,PRP,:
myself,myself,0,8,PRP,",",PRP,:,:
-,-,0,9,:,PRP,",",:,CD
-,-,0,10,:,:,PRP,CD,NN
one,one,0,11,CD,:,:,NN,WDT
flower,flower,0,12,NN,CD,:,WDT,VBZ
which,which,0,13,WDT,NN,CD,VBZ,JJ
is,be,0,14,VBZ,WDT,NN,JJ,IN
unique,unique,0,15,JJ,VBZ,WDT,IN,DT
in,in,0,16,IN,JJ,VBZ,DT,NN
the,the,0,17,DT,IN,JJ,NN,","
world,world,0,18,NN,DT,IN,",",WDT
",",",",0,19,",",NN,DT,WDT,VBZ
which,which,0,20,WDT,",",NN,VBZ,RB
grows,grows,0,21,VBZ,WDT,",",RB,CC
nowhere,nowhere,0,22,RB,VBZ,WDT,CC,IN
but,but,0,23,CC,RB,VBZ,IN,PRP$
on,on,0,24,IN,CC,RB,PRP$,NN
my,my,0,25,PRP$,IN,CC,NN,","
planet,planet,0,26,NN,PRP$,IN,",",CC
",",",",0,27,",",NN,PRP$,CC,WDT
but,but,0,28,CC,",",NN,WDT,CD
which,which,0,29,WDT,CC,",",CD,JJ
one,one,0,30,CD,WDT,CC,JJ,NN
little,little,0,31,JJ,CD,WDT,NN,MD
sheep,sheep,0,32,NN,JJ,CD,MD,VB
can,can,0,33,MD,NN,JJ,VB,IN
destroy,destroy,0,34,VB,MD,NN,IN,DT
in,in,0,35,IN,VB,MD,DT,JJ
a,a,0,36,DT,IN,VB,JJ,NN
single,single,0,37,JJ,DT,IN,NN,DT
bite,bite,0,38,NN,JJ,DT,DT,NN
some,some,0,39,DT,NN,JJ,NN,","
morning,morning,0,40,NN,DT,NN,",",IN
",",",",0,41,",",NN,DT,IN,RB
without,without,0,42,IN,",",NN,RB,VBG
even,even,0,43,RB,IN,",",VBG,WP
noticing,notice,0,44,VBG,RB,IN,WP,PRP
what,what,0,45,WP,VBG,RB,PRP,VBZ
he,he,0,46,PRP,WP,VBG,VBZ,VBG
is,be,0,47,VBZ,PRP,WP,VBG,:
doing,do,0,48,VBG,VBZ,PRP,:,:
-,-,0,49,:,VBG,VBZ,:,UH
-,-,0,50,:,:,VBG,UH,.
Oh,oh,0,51,UH,:,:,.,N/A
!,!,0,52,.,UH,:,N/A,N/A
You,you,0,0,PRP,N/A,N/A,VBP,DT
think,think,1,1,VBP,PRP,N/A,DT,VBZ
that,that,0,2,DT,VBP,PRP,VBZ,RB
is,be,0,3,VBZ,DT,VBP,RB,JJ
not,not,0,4,RB,VBZ,DT,JJ,.
important,important,0,5,JJ,RB,VBZ,.,``
!,!,0,6,.,JJ,RB,``,N/A
``,``,0,7,``,.,JJ,N/A,N/A
His,his,0,0,PRP$,N/A,N/A,NN,VBD
face,face,0,1,NN,PRP$,N/A,VBD,IN
turned,turn,1,2,VBD,NN,PRP$,IN,JJ
from,from,0,3,IN,VBD,NN,JJ,TO
white,white,0,4,JJ,IN,VBD,TO,VB
to,to,0,5,TO,JJ,IN,VB,IN
red,red,0,6,VB,TO,JJ,IN,PRP
as,a,0,7,IN,VB,TO,PRP,VBD
he,he,0,8,PRP,IN,VB,VBD,:
continued,continued,0,9,VBD,PRP,IN,:,``
:,:,0,10,:,VBD,PRP,``,IN
``,``,0,11,``,:,VBD,IN,DT
If,if,0,12,IN,``,:,DT,CD
some,some,0,13,DT,IN,``,CD,VBZ
one,one,0,14,CD,DT,IN,VBZ,DT
loves,love,0,15,VBZ,CD,DT,DT,NN
a,a,0,16,DT,VBZ,CD,NN,","
flower,flower,0,17,NN,DT,VBZ,",",IN
",",",",0,18,",",NN,DT,IN,WDT
of,of,0,19,IN,",",NN,WDT,RB
which,which,0,20,WDT,IN,",",RB,CD
just,just,0,21,RB,WDT,IN,CD,JJ
one,one,0,22,CD,RB,WDT,JJ,NN
single,single,0,23,JJ,CD,RB,NN,NNS
blossom,blossom,0,24,NN,JJ,CD,NNS,IN
grows,grows,0,25,NNS,NN,JJ,IN,PDT
in,in,0,26,IN,NNS,NN,PDT,DT
all,all,0,27,PDT,IN,NNS,DT,NNS
the,the,0,28,DT,PDT,IN,NNS,CC
millions,million,0,29,NNS,DT,PDT,CC,NNS
and,and,0,30,CC,NNS,DT,NNS,IN
millions,million,0,31,NNS,CC,NNS,IN,NNS
of,of,0,32,IN,NNS,CC,NNS,","
stars,star,0,33,NNS,IN,NNS,",",PRP
",",",",0,34,",",NNS,IN,PRP,VBZ
it,it,0,35,PRP,",",NNS,VBZ,JJ
is,be,0,36,VBZ,PRP,",",JJ,TO
enough,enough,0,37,JJ,VBZ,PRP,TO,VB
to,to,0,38,TO,JJ,VBZ,VB,PRP
make,make,0,39,VB,TO,JJ,PRP,JJ
him,him,0,40,PRP,VB,TO,JJ,RB
happy,happy,0,41,JJ,PRP,VB,RB,TO
just,just,0,42,RB,JJ,PRP,TO,VB
to,to,0,43,TO,RB,JJ,VB,IN
look,look,0,44,VB,TO,RB,IN,DT
at,at,0,45,IN,VB,TO,DT,NNS
the,the,0,46,DT,IN,VB,NNS,.
stars,star,0,47,NNS,DT,IN,.,N/A
.,.,0,48,.,NNS,DT,N/A,N/A
He,he,0,0,PRP,N/A,N/A,MD,VB
can,can,0,1,MD,PRP,N/A,VB,TO
say,say,0,2,VB,MD,PRP,TO,PRP
to,to,0,3,TO,VB,MD,PRP,","
himself,himself,0,4,PRP,TO,VB,",",''
",",",",0,5,",",PRP,TO,'',NNP
',',0,6,'',",",PRP,NNP,","
Somewhere,somewhere,0,7,NNP,'',",",",",PRP$
",",",",0,8,",",NNP,'',PRP$,NN
my,my,0,9,PRP$,",",NNP,NN,VBZ
flower,flower,0,10,NN,PRP$,",",VBZ,RB
is,be,0,11,VBZ,NN,PRP$,RB,:
there,there,0,12,RB,VBZ,NN,:,POS
...,...,0,13,:,RB,VBZ,POS,CC
',',0,14,POS,:,RB,CC,IN
But,but,0,15,CC,POS,:,IN,DT
if,if,0,16,IN,CC,POS,DT,NN
the,the,0,17,DT,IN,CC,NN,VBZ
sheep,sheep,0,18,NN,DT,IN,VBZ,DT
eats,eats,0,19,VBZ,NN,DT,DT,NN
the,the,0,20,DT,VBZ,NN,NN,","
flower,flower,0,21,NN,DT,VBZ,",",IN
",",",",0,22,",",NN,DT,IN,CD
in,in,0,23,IN,",",NN,CD,NN
one,one,0,24,CD,IN,",",NN,PDT
moment,moment,0,25,NN,CD,IN,PDT,PRP$
all,all,0,26,PDT,NN,CD,PRP$,NNS
his,his,0,27,PRP$,PDT,NN,NNS,MD
stars,star,0,28,NNS,PRP$,PDT,MD,VB
will,will,0,29,MD,NNS,PRP$,VB,VBN
be,be,0,30,VB,MD,NNS,VBN,:
darkened,darken,0,31,VBN,VB,MD,:,N/A
...,...,0,32,:,VBN,VB,N/A,N/A
And,and,1,0,CC,N/A,N/A,PRP,VBP
you,you,0,1,PRP,CC,N/A,VBP,DT
think,think,0,2,VBP,PRP,CC,DT,VBZ
that,that,0,3,DT,VBP,PRP,VBZ,RB
is,be,0,4,VBZ,DT,VBP,RB,JJ
not,not,0,5,RB,VBZ,DT,JJ,.
important,important,0,6,JJ,RB,VBZ,.,``
!,!,0,7,.,JJ,RB,``,N/A
``,``,0,8,``,.,JJ,N/A,N/A
He,he,0,0,PRP,N/A,N/A,MD,RB
could,could,0,1,MD,PRP,N/A,RB,VB
not,not,0,2,RB,MD,PRP,VB,NN
say,say,0,3,VB,RB,MD,NN,JJR
anything,anything,0,4,NN,VB,RB,JJR,.
more,more,0,5,JJR,NN,VB,.,N/A
.,.,0,6,.,JJR,NN,N/A,N/A
His,his,0,0,PRP$,N/A,N/A,NNS,VBD
words,word,0,1,NNS,PRP$,N/A,VBD,VBN
were,be,0,2,VBD,NNS,PRP$,VBN,IN
choked,choked,0,3,VBN,VBD,NNS,IN,VBG
by,by,0,4,IN,VBN,VBD,VBG,.
sobbing,sob,0,5,VBG,IN,VBN,.,N/A
.,.,0,6,.,VBG,IN,N/A,N/A
The,the,0,0,DT,N/A,N/A,NN,VBD
night,night,0,1,NN,DT,N/A,VBD,VBN
had,have,0,2,VBD,NN,DT,VBN,.
fallen,fall,1,3,VBN,VBD,NN,.,N/A
.,.,0,4,.,VBN,VBD,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,VBN
had,have,0,1,VBD,PRP,N/A,VBN,PRP$
let,let,1,2,VBN,VBD,PRP,PRP$,NNS
my,my,0,3,PRP$,VBN,VBD,NNS,NN
tools,tool,0,4,NNS,PRP$,VBN,NN,IN
drop,drop,0,5,NN,NNS,PRP$,IN,PRP$
from,from,0,6,IN,NN,NNS,PRP$,NNS
my,my,0,7,PRP$,IN,NN,NNS,.
hands,hand,0,8,NNS,PRP$,IN,.,N/A
.,.,0,9,.,NNS,PRP$,N/A,N/A
Of,of,0,0,IN,N/A,N/A,WP,NN
what,what,0,1,WP,IN,N/A,NN,RB
moment,moment,0,2,NN,WP,IN,RB,VBD
now,now,0,3,RB,NN,WP,VBD,PRP$
was,be,0,4,VBD,RB,NN,PRP$,NN
my,my,0,5,PRP$,VBD,RB,NN,","
hammer,hammer,0,6,NN,PRP$,VBD,",",PRP$
",",",",0,7,",",NN,PRP$,PRP$,NN
my,my,0,8,PRP$,",",NN,NN,","
bolt,bolt,0,9,NN,PRP$,",",",",CC
",",",",0,10,",",NN,PRP$,CC,RB
or,or,1,11,CC,",",NN,RB,","
thirst,thirst,0,12,RB,CC,",",",",CC
",",",",0,13,",",RB,CC,CC,NN
or,or,0,14,CC,",",RB,NN,.
death,death,0,15,NN,CC,",",.,N/A
?,?,0,16,.,NN,CC,N/A,N/A
On,on,0,0,IN,N/A,N/A,CD,NN
one,one,0,1,CD,IN,N/A,NN,","
star,star,0,2,NN,CD,IN,",",CD
",",",",0,3,",",NN,CD,CD,NN
one,one,0,4,CD,",",NN,NN,","
planet,planet,0,5,NN,CD,",",",",PRP$
",",",",0,6,",",NN,CD,PRP$,NN
my,my,0,7,PRP$,",",NN,NN,","
planet,planet,0,8,NN,PRP$,",",",",DT
",",",",0,9,",",NN,PRP$,DT,NNP
the,the,0,10,DT,",",NN,NNP,","
Earth,earth,0,11,NNP,DT,",",",",EX
",",",",0,12,",",NNP,DT,EX,VBD
there,there,0,13,EX,",",NNP,VBD,DT
was,be,0,14,VBD,EX,",",DT,JJ
a,a,0,15,DT,VBD,EX,JJ,NN
little,little,0,16,JJ,DT,VBD,NN,TO
prince,prince,0,17,NN,JJ,DT,TO,VB
to,to,0,18,TO,NN,JJ,VB,VBN
be,be,0,19,VB,TO,NN,VBN,.
comforted,comfort,0,20,VBN,VB,TO,.,N/A
.,.,0,21,.,VBN,VB,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,PRP
took,take,0,1,VBD,PRP,N/A,PRP,IN
him,him,0,2,PRP,VBD,PRP,IN,PRP$
in,in,0,3,IN,PRP,VBD,PRP$,NNS
my,my,0,4,PRP$,IN,PRP,NNS,","
arms,arm,0,5,NNS,PRP$,IN,",",CC
",",",",0,6,",",NNS,PRP$,CC,VBD
and,and,1,7,CC,",",NNS,VBD,PRP
rocked,rock,0,8,VBD,CC,",",PRP,.
him,him,0,9,PRP,VBD,CC,.,N/A
.,.,0,10,.,PRP,VBD,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,TO
said,say,1,1,VBD,PRP,N/A,TO,PRP
to,to,0,2,TO,VBD,PRP,PRP,:
him,him,0,3,PRP,TO,VBD,:,``
:,:,0,4,:,PRP,TO,``,DT
``,``,0,5,``,:,PRP,DT,NN
The,the,0,6,DT,``,:,NN,IN
flower,flower,0,7,NN,DT,``,IN,PRP
that,that,0,8,IN,NN,DT,PRP,VBP
you,you,0,9,PRP,IN,NN,VBP,VBZ
love,love,0,10,VBP,PRP,IN,VBZ,RB
is,be,0,11,VBZ,VBP,PRP,RB,IN
not,not,0,12,RB,VBZ,VBP,IN,NN
in,in,0,13,IN,RB,VBZ,NN,.
danger,danger,0,14,NN,IN,RB,.,N/A
.,.,0,15,.,NN,IN,N/A,N/A
I,i,0,0,PRP,N/A,N/A,MD,VB
will,will,0,1,MD,PRP,N/A,VB,PRP
draw,draw,1,2,VB,MD,PRP,PRP,DT
you,you,0,3,PRP,VB,MD,DT,NN
a,a,0,4,DT,PRP,VB,NN,IN
muzzle,muzzle,0,5,NN,DT,PRP,IN,PRP$
for,for,0,6,IN,NN,DT,PRP$,NN
your,your,0,7,PRP$,IN,NN,NN,.
sheep,sheep,0,8,NN,PRP$,IN,.,N/A
.,.,0,9,.,NN,PRP$,N/A,N/A
I,i,0,0,PRP,N/A,N/A,MD,VB
will,will,0,1,MD,PRP,N/A,VB,PRP
draw,draw,1,2,VB,MD,PRP,PRP,DT
you,you,0,3,PRP,VB,MD,DT,VBG
a,a,0,4,DT,PRP,VB,VBG,TO
railing,rail,0,5,VBG,DT,PRP,TO,VB
to,to,0,6,TO,VBG,DT,VB,RP
put,put,0,7,VB,TO,VBG,RP,PRP$
around,around,0,8,RP,VB,TO,PRP$,NN
your,your,0,9,PRP$,RP,VB,NN,.
flower,flower,0,10,NN,PRP$,RP,.,N/A
.,.,0,11,.,NN,PRP$,N/A,N/A
I,i,0,0,PRP,N/A,N/A,MD,:
will,will,0,1,MD,PRP,N/A,:,:
-,-,0,2,:,MD,PRP,:,``
-,-,0,3,:,:,MD,``,N/A
``,``,0,4,``,:,:,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,RB
did,do,0,1,VBD,PRP,N/A,RB,VB
not,not,0,2,RB,VBD,PRP,VB,WP
know,know,1,3,VB,RB,VBD,WP,TO
what,what,0,4,WP,VB,RB,TO,VB
to,to,0,5,TO,WP,VB,VB,TO
say,say,0,6,VB,TO,WP,TO,PRP
to,to,0,7,TO,VB,TO,PRP,.
him,him,0,8,PRP,TO,VB,.,N/A
.,.,0,9,.,PRP,TO,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,RB
felt,felt,0,1,VBD,PRP,N/A,RB,CC
awkward,awkward,0,2,RB,VBD,PRP,CC,VBG
and,and,0,3,CC,RB,VBD,VBG,.
blundering,blundering,0,4,VBG,CC,RB,.,N/A
.,.,0,5,.,VBG,CC,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,RB
did,do,0,1,VBD,PRP,N/A,RB,VB
not,not,0,2,RB,VBD,PRP,VB,WRB
know,know,1,3,VB,RB,VBD,WRB,PRP
how,how,0,4,WRB,VB,RB,PRP,MD
I,i,0,5,PRP,WRB,VB,MD,VB
could,could,0,6,MD,PRP,WRB,VB,PRP
reach,reach,0,7,VB,MD,PRP,PRP,","
him,him,0,8,PRP,VB,MD,",",WRB
",",",",0,9,",",PRP,VB,WRB,PRP
where,where,0,10,WRB,",",PRP,PRP,MD
I,i,0,11,PRP,WRB,",",MD,VB
could,could,0,12,MD,PRP,WRB,VB,PRP
overtake,overtake,0,13,VB,MD,PRP,PRP,CC
him,him,0,14,PRP,VB,MD,CC,VB
and,and,0,15,CC,PRP,VB,VB,IN
go,go,0,16,VB,CC,PRP,IN,NN
on,on,0,17,IN,VB,CC,NN,IN
hand,hand,0,18,NN,IN,VB,IN,NN
in,in,0,19,IN,NN,IN,NN,IN
hand,hand,0,20,NN,IN,NN,IN,PRP
with,with,0,21,IN,NN,IN,PRP,RB
him,him,0,22,PRP,IN,NN,RB,RBR
once,once,0,23,RB,PRP,IN,RBR,.
more,more,0,24,RBR,RB,PRP,.,N/A
.,.,0,25,.,RBR,RB,N/A,N/A
It,it,0,0,PRP,N/A,N/A,VBZ,JJ
is,be,0,1,VBZ,PRP,N/A,JJ,DT
such,such,0,2,JJ,VBZ,PRP,DT,JJ
a,a,0,3,DT,JJ,VBZ,JJ,NN
secret,secret,0,4,JJ,DT,JJ,NN,","
place,place,1,5,NN,JJ,DT,",",DT
",",",",0,6,",",NN,JJ,DT,NN
the,the,0,7,DT,",",NN,NN,IN
land,land,0,8,NN,DT,",",IN,NNS
of,of,0,9,IN,NN,DT,NNS,.
tears,tear,0,10,NNS,IN,NN,.,N/A
.,.,0,11,.,NNS,IN,N/A,N/A
Chapter,chapter,1,0,NN,N/A,N/A,CD,.
8,8,0,1,CD,NN,N/A,.,N/A
.,.,0,2,.,CD,NN,N/A,N/A
I,i,0,0,PRP,N/A,N/A,RB,VBD
soon,soon,0,1,RB,PRP,N/A,VBD,TO
learned,learn,1,2,VBD,RB,PRP,TO,VB
to,to,0,3,TO,VBD,RB,VB,DT
know,know,0,4,VB,TO,VBD,DT,NN
this,this,0,5,DT,VB,TO,NN,RBR
flower,flower,0,6,NN,DT,VB,RBR,.
better,well,0,7,RBR,NN,DT,.,N/A
.,.,0,8,.,RBR,NN,N/A,N/A
On,on,0,0,IN,N/A,N/A,DT,JJ
the,the,0,1,DT,IN,N/A,JJ,NN
little,little,0,2,JJ,DT,IN,NN,POS
prince,prince,0,3,NN,JJ,DT,POS,NN
's,'s,0,4,POS,NN,JJ,NN,DT
planet,planet,0,5,NN,POS,NN,DT,NNS
the,the,0,6,DT,NN,POS,NNS,VBD
flowers,flower,0,7,NNS,DT,NN,VBD,RB
had,have,0,8,VBD,NNS,DT,RB,VBN
always,always,0,9,RB,VBD,NNS,VBN,RB
been,be,0,10,VBN,RB,VBD,RB,JJ
very,very,0,11,RB,VBN,RB,JJ,.
simple,simple,1,12,JJ,RB,VBN,.,N/A
.,.,0,13,.,JJ,RB,N/A,N/A
They,they,0,0,PRP,N/A,N/A,VBD,RB
had,have,0,1,VBD,PRP,N/A,RB,CD
only,only,0,2,RB,VBD,PRP,CD,NN
one,one,0,3,CD,RB,VBD,NN,IN
ring,ring,0,4,NN,CD,RB,IN,NNS
of,of,0,5,IN,NN,CD,NNS,:
petals,petal,0,6,NNS,IN,NN,:,PRP
;,;,0,7,:,NNS,IN,PRP,VBD
they,they,0,8,PRP,:,NNS,VBD,RP
took,take,0,9,VBD,PRP,:,RP,DT
up,up,0,10,RP,VBD,PRP,DT,NN
no,no,0,11,DT,RP,VBD,NN,IN
room,room,0,12,NN,DT,RP,IN,DT
at,at,0,13,IN,NN,DT,DT,:
all,all,0,14,DT,IN,NN,:,PRP
;,;,0,15,:,DT,IN,PRP,VBD
they,they,0,16,PRP,:,DT,VBD,DT
were,be,0,17,VBD,PRP,:,DT,NN
a,a,0,18,DT,VBD,PRP,NN,TO
trouble,trouble,0,19,NN,DT,VBD,TO,NN
to,to,0,20,TO,NN,DT,NN,.
nobody,nobody,0,21,NN,TO,NN,.,N/A
.,.,0,22,.,NN,TO,N/A,N/A
One,one,0,0,CD,N/A,N/A,NN,PRP
